"gene"	"length"	"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"209"	"4833417C18Rik"	1319	0.784490184225263	2.5538752914067	9.98201767276822	0.0129697081866567	0.0592211344622328
"210"	"4833420G17Rik"	2700	0.290722991608322	4.11515200164598	2.68465896650158	0.138981239069775	0.270303364968667
"211"	"4833439L19Rik"	2674	-0.0633446188901081	5.80660098952939	0.092391205162851	0.76871963158195	0.848551671214657
"212"	"4921524J17Rik"	1595	0.630834214392076	4.31824867467201	9.35732758669476	0.0151319006352316	0.0654018817194746
"213"	"4921525O09Rik"	3272	1.41808571450999	1.58908673469048	17.9764017935547	0.00267565166396532	0.0223036073010832
"214"	"4921531C22Rik"	1905	0.630493126185642	1.19948743017954	2.88670248556239	0.12677000964195	0.253195133909826
"215"	"4930402H24Rik"	4951	1.27490448792248	-0.358900097735625	4.32880734713415	0.0701601369456386	0.171007396463768
"216"	"4930404N11Rik"	695	0.77644857219172	0.936922012918889	2.44060184180132	0.155890242986991	0.291381242181105
"217"	"4930413G21Rik"	1402	0.540756863029231	2.8472132891888	4.68088028837909	0.0615833698525785	0.157878368565315
"218"	"4930417O13Rik"	1093	0.320103773097444	3.36362301809674	2.70290321050607	0.137816649291598	0.268489453434167
"219"	"4930427A07Rik"	3355	-0.0680046695861354	3.70406639724582	0.0893578160059369	0.772421555717028	0.8505408988279
"220"	"4930430F08Rik"	2419	-1.2875463896407	0.799951663966878	9.76977390626834	0.0136580795263165	0.0614075859017853
"221"	"4930432K21Rik"	2494	-0.0422534313609884	3.0754366722287	0.0300752774123945	0.866518837276894	0.916169181106051
"222"	"4930453N24Rik"	1331	-0.100223700784462	5.60623844353159	0.357630802996669	0.56595102547996	0.695738380051281
"223"	"4930478L05Rik"	1880	1.77113867068585	0.353948173381364	11.1733154317585	0.00981819540146336	0.0494906387132126
"224"	"4930481A15Rik"	2165	2.00032758897641	1.84789399178591	33.01026300098	0.000391635438197856	0.00684562760849926
"225"	"4930486L24Rik"	1373	4.83076046985494	0.646736105902777	73.7084436945746	2.23114988932519e-05	0.00133324177688862
"226"	"4930503L19Rik"	2291	-0.107920551195349	2.02155535682749	0.145704356183785	0.712364004106107	0.806352118304247
"227"	"4930507D05Rik"	2194	0.808211093047741	1.33475726348165	5.84922414591	0.041192632030061	0.121381270643626
"228"	"4930509E16Rik"	1191	-0.631638350454807	0.927815691662403	2.80644341046657	0.131444997461446	0.25959686691163
"229"	"4930509K18Rik"	1810	-2.26696463456431	0.328003987024524	26.4125135992169	0.000816635376454529	0.010637995436248
"230"	"4930515G01Rik"	1251	0.256732155729621	-0.100502112441183	0.2626944010556	0.621775200684379	0.739054644689956
"231"	"4930523C07Rik"	5390	0.324364487443332	4.52810381212241	2.00045975453791	0.194031804240065	0.337723773747568
